mod	0	0	20	4	0		NaN	NaN
mod	0	-0	20	4	0		NaN	NaN
mod	0	1	20	4	0	0	0	1
mod	0	-1	20	4	0	0	0	1
mod	0	2	20	4	0	0	0	1
mod	0	10	20	4	0	0	0	1
mod	0	-10	20	4	0	0	0	1
mod	0	0.1	20	4	0	0	0	1
mod	0	-0.1	20	4	0	0	0	1
mod	0	0.5	20	4	0	0	0	1
mod	0	1.5	20	4	0	0	0	1
mod	0	-1.5	20	4	0	0	0	1
mod	0	9999999	20	4	0	0	0	1
mod	0	10000000	20	4	0	0	0	1
mod	0	9999999.9999999	20	4	0	0	0	1
mod	0	0.0000001	20	4	0	0	0	1
mod	0	1e-7	20	4	0	0	0	1
mod	0	1e7	20	4	0	0	0	1
mod	0	1e21	20	4	0	0	0	1
mod	0	1e-21	20	4	0	0	0	1
mod	0	123456.7891011	20	4	0	0	0	1
mod	0	-123456.7891011	20	4	0	0	0	1
mod	0	987654321.123456789	20	4	0	0	0	1
mod	0	0.000000000123456789	20	4	0	0	0	1
mod	0	99999999999999999999	20	4	0	0	0	1
mod	0	100000000000000000000	20	4	0	0	0	1
mod	0	1e100	20	4	0	0	0	1
mod	0	1e-100	20	4	0	0	0	1
mod	0	3	20	4	0	0	0	1
mod	0	7	20	4	0	0	0	1
mod	0	0.3333333333333333333333	20	4	0	0	0	1
mod	0	2.5	20	4	0	0	0	1
mod	0	-2.5	20	4	0	0	0	1
mod	0	NaN	20	4	0		NaN	NaN
mod	0	Infinity	20	4	0	0	0	1
mod	0	-Infinity	20	4	0	0	0	1
mod	-0	0	20	4	0		NaN	NaN
mod	-0	-0	20	4	0		NaN	NaN
mod	-0	1	20	4	0	0	0	-1
mod	-0	-1	20	4	0	0	0	-1
mod	-0	2	20	4	0	0	0	-1
mod	-0	10	20	4	0	0	0	-1
mod	-0	-10	20	4	0	0	0	-1
mod	-0	0.1	20	4	0	0	0	-1
mod	-0	-0.1	20	4	0	0	0	-1
mod	-0	0.5	20	4	0	0	0	-1
mod	-0	1.5	20	4	0	0	0	-1
mod	-0	-1.5	20	4	0	0	0	-1
mod	-0	9999999	20	4	0	0	0	-1
mod	-0	10000000	20	4	0	0	0	-1
mod	-0	9999999.9999999	20	4	0	0	0	-1
mod	-0	0.0000001	20	4	0	0	0	-1
mod	-0	1e-7	20	4	0	0	0	-1
mod	-0	1e7	20	4	0	0	0	-1
mod	-0	1e21	20	4	0	0	0	-1
mod	-0	1e-21	20	4	0	0	0	-1
mod	-0	123456.7891011	20	4	0	0	0	-1
mod	-0	-123456.7891011	20	4	0	0	0	-1
mod	-0	987654321.123456789	20	4	0	0	0	-1
mod	-0	0.000000000123456789	20	4	0	0	0	-1
mod	-0	99999999999999999999	20	4	0	0	0	-1
mod	-0	100000000000000000000	20	4	0	0	0	-1
mod	-0	1e100	20	4	0	0	0	-1
mod	-0	1e-100	20	4	0	0	0	-1
mod	-0	3	20	4	0	0	0	-1
mod	-0	7	20	4	0	0	0	-1
mod	-0	0.3333333333333333333333	20	4	0	0	0	-1
mod	-0	2.5	20	4	0	0	0	-1
mod	-0	-2.5	20	4	0	0	0	-1
mod	-0	NaN	20	4	0		NaN	NaN
mod	-0	Infinity	20	4	0	0	0	-1
mod	-0	-Infinity	20	4	0	0	0	-1
mod	1	0	20	4	0		NaN	NaN
mod	1	-0	20	4	0		NaN	NaN
mod	1	1	20	4	0	0	0	1
mod	1	-1	20	4	0	0	0	1
mod	1	2	20	4	0	1	0	-1
mod	1	10	20	4	0	9	0	-1
mod	1	-10	20	4	0	9	0	-1
mod	1	0.1	20	4	0	0	0	1
mod	1	-0.1	20	4	0	0	0	1
mod	1	0.5	20	4	0	0	0	1
mod	1	1.5	20	4	0	5000000	-1	-1
mod	1	-1.5	20	4	0	5000000	-1	-1
mod	1	9999999	20	4	0	9999998	6	-1
mod	1	10000000	20	4	0	9999999	6	-1
mod	1	9999999.9999999	20	4	0	9999998,9999999	6	-1
mod	1	0.0000001	20	4	0	0	0	1
mod	1	1e-7	20	4	0	0	0	1
mod	1	1e7	20	4	0	9999999	6	-1
mod	1	1e21	20	4	0	1	21	-1
mod	1	1e-21	20	4	0	0	0	1
mod	1	123456.7891011	20	4	0	123455,7891011	5	-1
mod	1	-123456.7891011	20	4	0	123455,7891011	5	-1
mod	1	987654321.123456789	20	4	0	98,7654320,1234567,8900000	8	-1
mod	1	0.000000000123456789	20	4	0	3580,2386000	-11	-1
mod	1	99999999999999999999	20	4	0	999999,9999999,9999998	19	-1
mod	1	100000000000000000000	20	4	0	999999,9999999,9999999	19	-1
mod	1	1e100	20	4	0	100	100	-1
mod	1	1e-100	20	4	0	0	0	1
mod	1	3	20	4	0	2	0	-1
mod	1	7	20	4	0	6	0	-1
mod	1	0.3333333333333333333333	20	4	0	3333333,3333333,3333330	-1	-1
mod	1	2.5	20	4	0	1,5000000	0	-1
mod	1	-2.5	20	4	0	1,5000000	0	-1
mod	1	NaN	20	4	0		NaN	NaN
mod	1	Infinity	20	4	0	1	0	1
mod	1	-Infinity	20	4	0	1	0	1
mod	-1	0	20	4	0		NaN	NaN
mod	-1	-0	20	4	0		NaN	NaN
mod	-1	1	20	4	0	0	0	1
mod	-1	-1	20	4	0	0	0	1
mod	-1	2	20	4	0	1	0	1
mod	-1	10	20	4	0	9	0	1
mod	-1	-10	20	4	0	9	0	1
mod	-1	0.1	20	4	0	0	0	1
mod	-1	-0.1	20	4	0	0	0	1
mod	-1	0.5	20	4	0	0	0	1
mod	-1	1.5	20	4	0	5000000	-1	1
mod	-1	-1.5	20	4	0	5000000	-1	1
mod	-1	9999999	20	4	0	9999998	6	1
mod	-1	10000000	20	4	0	9999999	6	1
mod	-1	9999999.9999999	20	4	0	9999998,9999999	6	1
mod	-1	0.0000001	20	4	0	0	0	1
mod	-1	1e-7	20	4	0	0	0	1
mod	-1	1e7	20	4	0	9999999	6	1
mod	-1	1e21	20	4	0	1	21	1
mod	-1	1e-21	20	4	0	0	0	1
mod	-1	123456.7891011	20	4	0	123455,7891011	5	1
mod	-1	-123456.7891011	20	4	0	123455,7891011	5	1
mod	-1	987654321.123456789	20	4	0	98,7654320,1234567,8900000	8	1
mod	-1	0.000000000123456789	20	4	0	3580,2386000	-11	1
mod	-1	99999999999999999999	20	4	0	999999,9999999,9999998	19	1
mod	-1	100000000000000000000	20	4	0	999999,9999999,9999999	19	1
mod	-1	1e100	20	4	0	100	100	1
mod	-1	1e-100	20	4	0	0	0	1
mod	-1	3	20	4	0	2	0	1
mod	-1	7	20	4	0	6	0	1
mod	-1	0.3333333333333333333333	20	4	0	3333333,3333333,3333330	-1	1
mod	-1	2.5	20	4	0	1,5000000	0	1
mod	-1	-2.5	20	4	0	1,5000000	0	1
mod	-1	NaN	20	4	0		NaN	NaN
mod	-1	Infinity	20	4	0	1	0	-1
mod	-1	-Infinity	20	4	0	1	0	-1
mod	2	0	20	4	0		NaN	NaN
mod	2	-0	20	4	0		NaN	NaN
mod	2	1	20	4	0	0	0	1
mod	2	-1	20	4	0	0	0	1
mod	2	2	20	4	0	0	0	1
mod	2	10	20	4	0	8	0	-1
mod	2	-10	20	4	0	8	0	-1
mod	2	0.1	20	4	0	0	0	1
mod	2	-0.1	20	4	0	0	0	1
mod	2	0.5	20	4	0	0	0	1
mod	2	1.5	20	4	0	1	0	-1
mod	2	-1.5	20	4	0	1	0	-1
mod	2	9999999	20	4	0	9999997	6	-1
mod	2	10000000	20	4	0	9999998	6	-1
mod	2	9999999.9999999	20	4	0	9999997,9999999	6	-1
mod	2	0.0000001	20	4	0	0	0	1
mod	2	1e-7	20	4	0	0	0	1
mod	2	1e7	20	4	0	9999998	6	-1
mod	2	1e21	20	4	0	1	21	-1
mod	2	1e-21	20	4	0	0	0	1
mod	2	123456.7891011	20	4	0	123454,7891011	5	-1
mod	2	-123456.7891011	20	4	0	123454,7891011	5	-1
mod	2	987654321.123456789	20	4	0	98,7654319,1234567,8900000	8	-1
mod	2	0.000000000123456789	20	4	0	7160,4772000	-11	-1
mod	2	99999999999999999999	20	4	0	999999,9999999,9999997	19	-1
mod	2	100000000000000000000	20	4	0	999999,9999999,9999998	19	-1
mod	2	1e100	20	4	0	100	100	-1
mod	2	1e-100	20	4	0	0	0	1
mod	2	3	20	4	0	1	0	-1
mod	2	7	20	4	0	5	0	-1
mod	2	0.3333333333333333333333	20	4	0	3333333,3333333,3333330	-1	-1
mod	2	2.5	20	4	0	5000000	-1	-1
mod	2	-2.5	20	4	0	5000000	-1	-1
mod	2	NaN	20	4	0		NaN	NaN
mod	2	Infinity	20	4	0	2	0	1
mod	2	-Infinity	20	4	0	2	0	1
mod	10	0	20	4	0		NaN	NaN
mod	10	-0	20	4	0		NaN	NaN
mod	10	1	20	4	0	0	0	1
mod	10	-1	20	4	0	0	0	1
mod	10	2	20	4	0	0	0	1
mod	10	10	20	4	0	0	0	1
mod	10	-10	20	4	0	0	0	1
mod	10	0.1	20	4	0	0	0	1
mod	10	-0.1	20	4	0	0	0	1
mod	10	0.5	20	4	0	0	0	1
mod	10	1.5	20	4	0	5000000	-1	-1
mod	10	-1.5	20	4	0	5000000	-1	-1
mod	10	9999999	20	4	0	9999989	6	-1
mod	10	10000000	20	4	0	9999990	6	-1
mod	10	9999999.9999999	20	4	0	9999989,9999999	6	-1
mod	10	0.0000001	20	4	0	0	0	1
mod	10	1e-7	20	4	0	0	0	1
mod	10	1e7	20	4	0	9999990	6	-1
mod	10	1e21	20	4	0	9999999,9999999,9999990	20	-1
mod	10	1e-21	20	4	0	0	0	1
mod	10	123456.7891011	20	4	0	123446,7891011	5	-1
mod	10	-123456.7891011	20	4	0	123446,7891011	5	-1
