0	1	0	-Infinity
-0	1	0	-Infinity
1	1	0	0
2	1	0	0.7
3	1	0	2
10	1	0	3
0.5	1	0	-0.7
0.1	1	0	-3
1e-7	1	0	-20
1e21	1	0	50
1e100	1	0	300
1e-100	1	0	-300
123456.7891011	1	0	20
2.718281828459045	1	0	1
0.000000000123456789	1	0	-30
7	1	0	2
100	1	0	5
1000	1	0	7
0.9999999999	1	0	-0.0000000002
1.0000000001	1	0	0.0000000001
-1	1	0	NaN
-5	1	0	NaN
NaN	1	0	NaN
Infinity	1	0	Infinity
-Infinity	1	0	NaN
1e-308	1	0	-800
9.99	1	0	3
0.3333333333333333	1	0	-2
0	1	1	-Infinity
-0	1	1	-Infinity
1	1	1	0
2	1	1	0.6
3	1	1	1
10	1	1	2
0.5	1	1	-0.6
0.1	1	1	-2
1e-7	1	1	-10
1e21	1	1	40
1e100	1	1	200
1e-100	1	1	-200
123456.7891011	1	1	10
2.718281828459045	1	1	0.9
0.000000000123456789	1	1	-20
7	1	1	1
100	1	1	4
1000	1	1	6
0.9999999999	1	1	-0.0000000001
1.0000000001	1	1	0.00000000009
-1	1	1	NaN
-5	1	1	NaN
NaN	1	1	NaN
Infinity	1	1	Infinity
-Infinity	1	1	NaN
1e-308	1	1	-700
9.99	1	1	2
0.3333333333333333	1	1	-1
0	1	2	-Infinity
-0	1	2	-Infinity
1	1	2	0
2	1	2	0.7
3	1	2	2
10	1	2	3
0.5	1	2	-0.6
0.1	1	2	-2
1e-7	1	2	-10
1e21	1	2	50
1e100	1	2	300
1e-100	1	2	-200
123456.7891011	1	2	20
2.718281828459045	1	2	1
0.000000000123456789	1	2	-20
7	1	2	2
100	1	2	5
1000	1	2	7
0.9999999999	1	2	-0.0000000001
1.0000000001	1	2	0.0000000001
-1	1	2	NaN
-5	1	2	NaN
NaN	1	2	NaN
Infinity	1	2	Infinity
-Infinity	1	2	NaN
1e-308	1	2	-700
9.99	1	2	3
0.3333333333333333	1	2	-1
0	1	3	-Infinity
-0	1	3	-Infinity
1	1	3	0
2	1	3	0.6
3	1	3	1
10	1	3	2
0.5	1	3	-0.7
0.1	1	3	-3
1e-7	1	3	-20
1e21	1	3	40
1e100	1	3	200
1e-100	1	3	-300
123456.7891011	1	3	10
2.718281828459045	1	3	0.9
0.000000000123456789	1	3	-30
7	1	3	1
100	1	3	4
1000	1	3	6
0.9999999999	1	3	-0.0000000002
1.0000000001	1	3	0.00000000009
-1	1	3	NaN
-5	1	3	NaN
NaN	1	3	NaN
Infinity	1	3	Infinity
-Infinity	1	3	NaN
1e-308	1	3	-800
9.99	1	3	2
0.3333333333333333	1	3	-2
0	1	4	-Infinity
-0	1	4	-Infinity
1	1	4	0
2	1	4	0.7
3	1	4	1
10	1	4	2
0.5	1	4	-0.7
0.1	1	4	-2
1e-7	1	4	-20
1e21	1	4	50
1e100	1	4	200
1e-100	1	4	-200
123456.7891011	1	4	10
2.718281828459045	1	4	1
0.000000000123456789	1	4	-20
7	1	4	2
100	1	4	5
1000	1	4	7
0.9999999999	1	4	-0.0000000001
1.0000000001	1	4	0.0000000001
-1	1	4	NaN
-5	1	4	NaN
NaN	1	4	NaN
Infinity	1	4	Infinity
-Infinity	1	4	NaN
1e-308	1	4	-700
9.99	1	4	2
0.3333333333333333	1	4	-1
0	1	5	-Infinity
-0	1	5	-Infinity
1	1	5	0
2	1	5	0.7
3	1	5	1
10	1	5	2
0.5	1	5	-0.7
0.1	1	5	-2
1e-7	1	5	-20
1e21	1	5	50
1e100	1	5	200
1e-100	1	5	-200
123456.7891011	1	5	10
2.718281828459045	1	5	1
0.000000000123456789	1	5	-20
7	1	5	2
100	1	5	5
1000	1	5	7
0.9999999999	1	5	-0.0000000001
1.0000000001	1	5	0.0000000001
-1	1	5	NaN
-5	1	5	NaN
NaN	1	5	NaN
Infinity	1	5	Infinity
-Infinity	1	5	NaN
1e-308	1	5	-700
9.99	1	5	2
0.3333333333333333	1	5	-1
0	1	6	-Infinity
-0	1	6	-Infinity
1	1	6	0
2	1	6	0.7
3	1	6	1
10	1	6	2
0.5	1	6	-0.7
0.1	1	6	-2
1e-7	1	6	-20
1e21	1	6	50
1e100	1	6	200
1e-100	1	6	-200
123456.7891011	1	6	10
2.718281828459045	1	6	1
0.000000000123456789	1	6	-20
7	1	6	2
100	1	6	5
1000	1	6	7
0.9999999999	1	6	-0.0000000001
1.0000000001	1	6	0.0000000001
-1	1	6	NaN
-5	1	6	NaN
NaN	1	6	NaN
Infinity	1	6	Infinity
-Infinity	1	6	NaN
1e-308	1	6	-700
9.99	1	6	2
0.3333333333333333	1	6	-1
0	1	7	-Infinity
-0	1	7	-Infinity
1	1	7	0
2	1	7	0.7
3	1	7	1
10	1	7	2
0.5	1	7	-0.7
0.1	1	7	-2
1e-7	1	7	-20
1e21	1	7	50
1e100	1	7	200
1e-100	1	7	-200
123456.7891011	1	7	10
2.718281828459045	1	7	1
0.000000000123456789	1	7	-20
7	1	7	2
100	1	7	5
1000	1	7	7
0.9999999999	1	7	-0.0000000001
1.0000000001	1	7	0.0000000001
-1	1	7	NaN
-5	1	7	NaN
NaN	1	7	NaN
Infinity	1	7	Infinity
-Infinity	1	7	NaN
1e-308	1	7	-700
9.99	1	7	2
0.3333333333333333	1	7	-1
0	1	8	-Infinity
-0	1	8	-Infinity
1	1	8	0
2	1	8	0.7
3	1	8	1
10	1	8	2
0.5	1	8	-0.7
0.1	1	8	-2
1e-7	1	8	-20
1e21	1	8	50
1e100	1	8	200
1e-100	1	8	-200
123456.7891011	1	8	10
2.718281828459045	1	8	1
0.000000000123456789	1	8	-20
7	1	8	2
100	1	8	5
1000	1	8	7
0.9999999999	1	8	-0.0000000001
1.0000000001	1	8	0.0000000001
-1	1	8	NaN
-5	1	8	NaN
NaN	1	8	NaN
Infinity	1	8	Infinity
-Infinity	1	8	NaN
1e-308	1	8	-700
9.99	1	8	2
0.3333333333333333	1	8	-1
0	5	0	-Infinity
-0	5	0	-Infinity
1	5	0	0
2	5	0	0.69315
3	5	0	1.0987
10	5	0	2.3026
0.5	5	0	-0.69315
0.1	5	0	-2.3026
1e-7	5	0	-16.119
1e21	5	0	48.355
1e100	5	0	230.26
1e-100	5	0	-230.26
123456.7891011	5	0	11.724
2.718281828459045	5	0	1
0.000000000123456789	5	0	-22.816
7	5	0	1.946
100	5	0	4.6052
1000	5	0	6.9078
0.9999999999	5	0	-0.00000000010001
1.0000000001	5	0	0.0000000001
-1	5	0	NaN
-5	5	0	NaN
NaN	5	0	NaN
Infinity	5	0	Infinity
-Infinity	5	0	NaN
1e-308	5	0	-709.2
9.99	5	0	2.3016
0.3333333333333333	5	0	-1.0987
0	5	1	-Infinity
-0	5	1	-Infinity
1	5	1	0
2	5	1	0.69314
3	5	1	1.0986
10	5	1	2.3025
0.5	5	1	-0.69314
0.1	5	1	-2.3025
1e-7	5	1	-16.118
1e21	5	1	48.354
1e100	5	1	230.25
1e-100	5	1	-230.25
123456.7891011	5	1	11.723
2.718281828459045	5	1	0.99999
0.000000000123456789	5	1	-22.815
7	5	1	1.9459
100	5	1	4.6051
1000	5	1	6.9077
0.9999999999	5	1	-0.0000000001
1.0000000001	5	1	0.000000000099999
-1	5	1	NaN
-5	5	1	NaN
NaN	5	1	NaN
Infinity	5	1	Infinity
-Infinity	5	1	NaN
1e-308	5	1	-709.19
9.99	5	1	2.3015
0.3333333333333333	5	1	-1.0986
0	5	2	-Infinity
-0	5	2	-Infinity
1	5	2	0
2	5	2	0.69315
3	5	2	1.0987
10	5	2	2.3026
0.5	5	2	-0.69314
0.1	5	2	-2.3025
1e-7	5	2	-16.118
1e21	5	2	48.355
1e100	5	2	230.26
1e-100	5	2	-230.25
123456.7891011	5	2	11.724
2.718281828459045	5	2	1
0.000000000123456789	5	2	-22.815
7	5	2	1.946
100	5	2	4.6052
1000	5	2	6.9078
0.9999999999	5	2	-0.0000000001
1.0000000001	5	2	0.0000000001
-1	5	2	NaN
-5	5	2	NaN
NaN	5	2	NaN
Infinity	5	2	Infinity
-Infinity	5	2	NaN
1e-308	5	2	-709.19
9.99	5	2	2.3016
0.3333333333333333	5	2	-1.0986
0	5	3	-Infinity
-0	5	3	-Infinity
1	5	3	0
2	5	3	0.69314
3	5	3	1.0986
10	5	3	2.3025
0.5	5	3	-0.69315
0.1	5	3	-2.3026
1e-7	5	3	-16.119
1e21	5	3	48.354
1e100	5	3	230.25
1e-100	5	3	-230.26
123456.7891011	5	3	11.723
2.718281828459045	5	3	0.99999
0.000000000123456789	5	3	-22.816
7	5	3	1.9459
100	5	3	4.6051
1000	5	3	6.9077
0.9999999999	5	3	-0.00000000010001
1.0000000001	5	3	0.000000000099999
-1	5	3	NaN
-5	5	3	NaN
NaN	5	3	NaN
Infinity	5	3	Infinity
-Infinity	5	3	NaN
1e-308	5	3	-709.2
9.99	5	3	2.3015
0.3333333333333333	5	3	-1.0987
0	5	4	-Infinity
-0	5	4	-Infinity
1	5	4	0
2	5	4	0.69315
3	5	4	1.0986
10	5	4	2.3026
0.5	5	4	-0.69315
0.1	5	4	-2.3026
1e-7	5	4	-16.118
1e21	5	4	48.354
1e100	5	4	230.26
1e-100	5	4	-230.26
123456.7891011	5	4	11.724
2.718281828459045	5	4	1
0.000000000123456789	5	4	-22.815
7	5	4	1.9459
100	5	4	4.6052
1000	5	4	6.9078
0.9999999999	5	4	-0.0000000001
1.0000000001	5	4	0.0000000001
-1	5	4	NaN
-5	5	4	NaN
NaN	5	4	NaN
Infinity	5	4	Infinity
-Infinity	5	4	NaN
1e-308	5	4	-709.2
9.99	5	4	2.3016
0.3333333333333333	5	4	-1.0986
0	5	5	-Infinity
-0	5	5	-Infinity
1	5	5	0
2	5	5	0.69315
3	5	5	1.0986
10	5	5	2.3026
0.5	5	5	-0.69315
0.1	5	5	-2.3026
1e-7	5	5	-16.118
1e21	5	5	48.354
1e100	5	5	230.26
1e-100	5	5	-230.26
123456.7891011	5	5	11.724
2.718281828459045	5	5	1
0.000000000123456789	5	5	-22.815
7	5	5	1.9459
100	5	5	4.6052
1000	5	5	6.9078
0.9999999999	5	5	-0.0000000001
1.0000000001	5	5	0.0000000001
-1	5	5	NaN
-5	5	5	NaN
NaN	5	5	NaN
Infinity	5	5	Infinity
-Infinity	5	5	NaN
1e-308	5	5	-709.2
9.99	5	5	2.3016
0.3333333333333333	5	5	-1.0986
0	5	6	-Infinity
-0	5	6	-Infinity
1	5	6	0
2	5	6	0.69315
3	5	6	1.0986
10	5	6	2.3026
0.5	5	6	-0.69315
0.1	5	6	-2.3026
1e-7	5	6	-16.118
1e21	5	6	48.354
1e100	5	6	230.26
1e-100	5	6	-230.26
123456.7891011	5	6	11.724
2.718281828459045	5	6	1
0.000000000123456789	5	6	-22.815
7	5	6	1.9459
100	5	6	4.6052
1000	5	6	6.9078
0.9999999999	5	6	-0.0000000001
1.0000000001	5	6	0.0000000001
-1	5	6	NaN
-5	5	6	NaN
NaN	5	6	NaN
Infinity	5	6	Infinity
-Infinity	5	6	NaN
1e-308	5	6	-709.2
9.99	5	6	2.3016
0.3333333333333333	5	6	-1.0986
0	5	7	-Infinity
-0	5	7	-Infinity
1	5	7	0
2	5	7	0.69315
3	5	7	1.0986
10	5	7	2.3026
0.5	5	7	-0.69315
0.1	5	7	-2.3026
1e-7	5	7	-16.118
1e21	5	7	48.354
1e100	5	7	230.26
1e-100	5	7	-230.26
123456.7891011	5	7	11.724
2.718281828459045	5	7	1
0.000000000123456789	5	7	-22.815
7	5	7	1.9459
100	5	7	4.6052
1000	5	7	6.9078
0.9999999999	5	7	-0.0000000001
1.0000000001	5	7	0.0000000001
-1	5	7	NaN
-5	5	7	NaN
NaN	5	7	NaN
Infinity	5	7	Infinity
-Infinity	5	7	NaN
1e-308	5	7	-709.2
9.99	5	7	2.3016
0.3333333333333333	5	7	-1.0986
0	5	8	-Infinity
-0	5	8	-Infinity
1	5	8	0
2	5	8	0.69315
3	5	8	1.0986
10	5	8	2.3026
0.5	5	8	-0.69315
0.1	5	8	-2.3026
1e-7	5	8	-16.118
1e21	5	8	48.354
1e100	5	8	230.26
1e-100	5	8	-230.26
123456.7891011	5	8	11.724
2.718281828459045	5	8	1
0.000000000123456789	5	8	-22.815
7	5	8	1.9459
100	5	8	4.6052
1000	5	8	6.9078
0.9999999999	5	8	-0.0000000001
1.0000000001	5	8	0.0000000001
-1	5	8	NaN
-5	5	8	NaN
NaN	5	8	NaN
Infinity	5	8	Infinity
-Infinity	5	8	NaN
1e-308	5	8	-709.2
9.99	5	8	2.3016
0.3333333333333333	5	8	-1.0986
0	20	0	-Infinity
-0	20	0	-Infinity
1	20	0	0
2	20	0	0.69314718055994530942
3	20	0	1.0986122886681096914
10	20	0	2.3025850929940456841
0.5	20	0	-0.69314718055994530942
