0	1	4	0
-0	1	4	-0
1	1	4	Infinity
-1	1	4	-Infinity
0.5	1	4	0.5
-0.5	1	4	-0.5
0.1	1	4	0.1
-0.1	1	4	-0.1
0.9999999	1	4	8
-0.9999999	1	4	-8
1e-7	1	4	0.0000001
0.7071067811865476	1	4	0.9
NaN	1	4	NaN
Infinity	1	4	NaN
-Infinity	1	4	NaN
2	1	4	NaN
-2	1	4	NaN
0	5	0	0
-0	5	0	-0
1	5	0	Infinity
-1	5	0	-Infinity
0.5	5	0	0.54931
-0.5	5	0	-0.54931
0.1	5	0	0.10034
-0.1	5	0	-0.10034
0.9999999	5	0	8.4057
-0.9999999	5	0	-8.4057
1e-7	5	0	0.00000010001
0.7071067811865476	5	0	0.88138
NaN	5	0	NaN
Infinity	5	0	NaN
-Infinity	5	0	NaN
2	5	0	NaN
-2	5	0	NaN
0	5	3	0
-0	5	3	-0
1	5	3	Infinity
-1	5	3	-Infinity
0.5	5	3	0.5493
-0.5	5	3	-0.54931
0.1	5	3	0.10033
-0.1	5	3	-0.10034
0.9999999	5	3	8.4056
-0.9999999	5	3	-8.4057
1e-7	5	3	0.0000001
0.7071067811865476	5	3	0.88137
NaN	5	3	NaN
Infinity	5	3	NaN
-Infinity	5	3	NaN
2	5	3	NaN
-2	5	3	NaN
0	20	4	0
-0	20	4	-0
1	20	4	Infinity
-1	20	4	-Infinity
0.5	20	4	0.5493061443340548457
-0.5	20	4	-0.5493061443340548457
0.1	20	4	0.10033534773107558064
-0.1	20	4	-0.10033534773107558064
0.9999999	20	4	8.4056213907591319238
-0.9999999	20	4	-8.4056213907591319238
1e-7	20	4	0.00000010000000000000033333
0.7071067811865476	20	4	0.88137358701954317643
NaN	20	4	NaN
Infinity	20	4	NaN
-Infinity	20	4	NaN
2	20	4	NaN
-2	20	4	NaN
0	20	6	0
-0	20	6	-0
1	20	6	Infinity
-1	20	6	-Infinity
0.5	20	6	0.5493061443340548457
-0.5	20	6	-0.5493061443340548457
0.1	20	6	0.10033534773107558064
-0.1	20	6	-0.10033534773107558064
0.9999999	20	6	8.4056213907591319238
-0.9999999	20	6	-8.4056213907591319238
1e-7	20	6	0.00000010000000000000033333
0.7071067811865476	20	6	0.88137358701954317643
NaN	20	6	NaN
Infinity	20	6	NaN
-Infinity	20	6	NaN
2	20	6	NaN
-2	20	6	NaN
0	40	1	0
-0	40	1	-0
1	40	1	Infinity
-1	40	1	-Infinity
0.5	40	1	0.5493061443340548456976226184612628523237
-0.5	40	1	-0.5493061443340548456976226184612628523237
0.1	40	1	0.1003353477310755806357265520600389452633
-0.1	40	1	-0.1003353477310755806357265520600389452633
0.9999999	40	1	8.405621390759131923771565318790248427277
-0.9999999	40	1	-8.405621390759131923771565318790248427277
1e-7	40	1	0.0000001000000000000003333333333333353333333333
0.7071067811865476	40	1	0.8813735870195431764309206007701103955766
NaN	40	1	NaN
Infinity	40	1	NaN
-Infinity	40	1	NaN
2	40	1	NaN
-2	40	1	NaN
