div	0	0	20	4	1		NaN	NaN
div	0	-0	20	4	1		NaN	NaN
div	0	1	20	4	1	0	0	1
div	0	-1	20	4	1	0	0	-1
div	0	2	20	4	1	0	0	1
div	0	10	20	4	1	0	0	1
div	0	-10	20	4	1	0	0	-1
div	0	0.1	20	4	1	0	0	1
div	0	-0.1	20	4	1	0	0	-1
div	0	0.5	20	4	1	0	0	1
div	0	1.5	20	4	1	0	0	1
div	0	-1.5	20	4	1	0	0	-1
div	0	9999999	20	4	1	0	0	1
div	0	10000000	20	4	1	0	0	1
div	0	9999999.9999999	20	4	1	0	0	1
div	0	0.0000001	20	4	1	0	0	1
div	0	1e-7	20	4	1	0	0	1
div	0	1e7	20	4	1	0	0	1
div	0	1e21	20	4	1	0	0	1
div	0	1e-21	20	4	1	0	0	1
div	0	123456.7891011	20	4	1	0	0	1
div	0	-123456.7891011	20	4	1	0	0	-1
div	0	987654321.123456789	20	4	1	0	0	1
div	0	0.000000000123456789	20	4	1	0	0	1
div	0	99999999999999999999	20	4	1	0	0	1
div	0	100000000000000000000	20	4	1	0	0	1
div	0	1e100	20	4	1	0	0	1
div	0	1e-100	20	4	1	0	0	1
div	0	3	20	4	1	0	0	1
div	0	7	20	4	1	0	0	1
div	0	0.3333333333333333333333	20	4	1	0	0	1
div	0	2.5	20	4	1	0	0	1
div	0	-2.5	20	4	1	0	0	-1
div	0	NaN	20	4	1		NaN	NaN
div	0	Infinity	20	4	1	0	0	1
div	0	-Infinity	20	4	1	0	0	-1
div	-0	0	20	4	1		NaN	NaN
div	-0	-0	20	4	1		NaN	NaN
div	-0	1	20	4	1	0	0	-1
div	-0	-1	20	4	1	0	0	1
div	-0	2	20	4	1	0	0	-1
div	-0	10	20	4	1	0	0	-1
div	-0	-10	20	4	1	0	0	1
div	-0	0.1	20	4	1	0	0	-1
div	-0	-0.1	20	4	1	0	0	1
div	-0	0.5	20	4	1	0	0	-1
div	-0	1.5	20	4	1	0	0	-1
div	-0	-1.5	20	4	1	0	0	1
div	-0	9999999	20	4	1	0	0	-1
div	-0	10000000	20	4	1	0	0	-1
div	-0	9999999.9999999	20	4	1	0	0	-1
div	-0	0.0000001	20	4	1	0	0	-1
div	-0	1e-7	20	4	1	0	0	-1
div	-0	1e7	20	4	1	0	0	-1
div	-0	1e21	20	4	1	0	0	-1
div	-0	1e-21	20	4	1	0	0	-1
div	-0	123456.7891011	20	4	1	0	0	-1
div	-0	-123456.7891011	20	4	1	0	0	1
div	-0	987654321.123456789	20	4	1	0	0	-1
div	-0	0.000000000123456789	20	4	1	0	0	-1
div	-0	99999999999999999999	20	4	1	0	0	-1
div	-0	100000000000000000000	20	4	1	0	0	-1
div	-0	1e100	20	4	1	0	0	-1
div	-0	1e-100	20	4	1	0	0	-1
div	-0	3	20	4	1	0	0	-1
div	-0	7	20	4	1	0	0	-1
div	-0	0.3333333333333333333333	20	4	1	0	0	-1
div	-0	2.5	20	4	1	0	0	-1
div	-0	-2.5	20	4	1	0	0	1
div	-0	NaN	20	4	1		NaN	NaN
div	-0	Infinity	20	4	1	0	0	-1
div	-0	-Infinity	20	4	1	0	0	1
div	1	0	20	4	1		NaN	1
div	1	-0	20	4	1		NaN	-1
div	1	1	20	4	1	1	0	1
div	1	-1	20	4	1	1	0	-1
div	1	2	20	4	1	5000000	-1	1
div	1	10	20	4	1	1000000	-1	1
div	1	-10	20	4	1	1000000	-1	-1
div	1	0.1	20	4	1	10	1	1
div	1	-0.1	20	4	1	10	1	-1
div	1	0.5	20	4	1	2	0	1
div	1	1.5	20	4	1	6666666,6666666,6666670	-1	1
div	1	-1.5	20	4	1	6666666,6666666,6666670	-1	-1
div	1	9999999	20	4	1	1,1,1	-7	1
div	1	10000000	20	4	1	1	-7	1
div	1	9999999.9999999	20	4	1	1,0,1	-7	1
div	1	0.0000001	20	4	1	1	7	1
div	1	1e-7	20	4	1	1	7	1
div	1	1e7	20	4	1	1	-7	1
div	1	1e21	20	4	1	1	-21	1
div	1	1e-21	20	4	1	1	21	1
div	1	123456.7891011	20	4	1	81,6,7076829,5555000	-6	1
div	1	-123456.7891011	20	4	1	81,6,7076829,5555000	-6	-1
div	1	987654321.123456789	20	4	1	101249,9999860,7812512	-9	1
div	1	0.000000000123456789	20	4	1	810,73,7100006,7080000	9	1
div	1	99999999999999999999	20	4	1	10	-20	1
div	1	100000000000000000000	20	4	1	10	-20	1
div	1	1e100	20	4	1	100000	-100	1
div	1	1e-100	20	4	1	100	100	1
div	1	3	20	4	1	3333333,3333333,3333330	-1	1
div	1	7	20	4	1	1428571,4285714,2857140	-1	1
div	1	0.3333333333333333333333	20	4	1	3	0	1
div	1	2.5	20	4	1	4000000	-1	1
div	1	-2.5	20	4	1	4000000	-1	-1
div	1	NaN	20	4	1		NaN	NaN
div	1	Infinity	20	4	1	0	0	1
div	1	-Infinity	20	4	1	0	0	-1
div	-1	0	20	4	1		NaN	-1
div	-1	-0	20	4	1		NaN	1
