0	1	4	0
-0	1	4	-0
1	1	4	0.9
-1	1	4	-0.9
0.5	1	4	0.5
-0.5	1	4	-0.5
0.1	1	4	0.1
-0.1	1	4	-0.1
0.9999999	1	4	0.9
-0.9999999	1	4	-0.9
1e-7	1	4	0.0000001
0.7071067811865476	1	4	0.7
NaN	1	4	NaN
Infinity	1	4	Infinity
-Infinity	1	4	-Infinity
2	1	4	1
-2	1	4	-1
0	5	0	0
-0	5	0	-0
1	5	0	0.88138
-1	5	0	-0.88138
0.5	5	0	0.48122
-0.5	5	0	-0.48122
0.1	5	0	0.099835
-0.1	5	0	-0.099835
0.9999999	5	0	0.88138
-0.9999999	5	0	-0.88138
1e-7	5	0	0.0000001
0.7071067811865476	5	0	0.65848
NaN	5	0	NaN
Infinity	5	0	Infinity
-Infinity	5	0	-Infinity
2	5	0	1.4437
-2	5	0	-1.4437
0	5	3	0
-0	5	3	-0
1	5	3	0.88137
-1	5	3	-0.88138
0.5	5	3	0.48121
-0.5	5	3	-0.48122
0.1	5	3	0.099834
-0.1	5	3	-0.099835
0.9999999	5	3	0.88137
-0.9999999	5	3	-0.88138
1e-7	5	3	0.000000099999
0.7071067811865476	5	3	0.65847
NaN	5	3	NaN
Infinity	5	3	Infinity
-Infinity	5	3	-Infinity
2	5	3	1.4436
-2	5	3	-1.4437
0	20	4	0
-0	20	4	-0
1	20	4	0.88137358701954302523
-1	20	4	-0.88137358701954302523
0.5	20	4	0.4812118250596034475
-0.5	20	4	-0.4812118250596034475
0.1	20	4	0.099834078899207563327
-0.1	20	4	-0.099834078899207563327
0.9999999	20	4	0.88137351630886313881
-0.9999999	20	4	-0.88137351630886313881
1e-7	20	4	0.000000099999999999999833333
0.7071067811865476	20	4	0.65847894846240841604
NaN	20	4	NaN
Infinity	20	4	Infinity
-Infinity	20	4	-Infinity
2	20	4	1.4436354751788103425
-2	20	4	-1.4436354751788103425
0	20	6	0
-0	20	6	-0
1	20	6	0.88137358701954302523
-1	20	6	-0.88137358701954302523
0.5	20	6	0.4812118250596034475
-0.5	20	6	-0.4812118250596034475
0.1	20	6	0.099834078899207563327
-0.1	20	6	-0.099834078899207563327
0.9999999	20	6	0.88137351630886313881
-0.9999999	20	6	-0.88137351630886313881
1e-7	20	6	0.000000099999999999999833333
0.7071067811865476	20	6	0.65847894846240841604
NaN	20	6	NaN
Infinity	20	6	Infinity
-Infinity	20	6	-Infinity
2	20	6	1.4436354751788103425
-2	20	6	-1.4436354751788103425
0	40	1	0
-0	40	1	-0
1	40	1	0.8813735870195430252326093249797923090281
-1	40	1	-0.8813735870195430252326093249797923090281
0.5	40	1	0.4812118250596034474977589134243684231351
-0.5	40	1	-0.4812118250596034474977589134243684231351
0.1	40	1	0.09983407889920756332730312470476944326771
-0.1	40	1	-0.09983407889920756332730312470476944326771
0.9999999	40	1	0.8813735163088631388108744557451005114414
-0.9999999	40	1	-0.8813735163088631388108744557451005114414
1e-7	40	1	0.00000009999999999999983333333333333408333333333
0.7071067811865476	40	1	0.6584789484624084160389752730183970179899
NaN	40	1	NaN
Infinity	40	1	Infinity
-Infinity	40	1	-Infinity
2	40	1	1.443635475178810342493276740273105269405
-2	40	1	-1.443635475178810342493276740273105269405
