floor	0	1	0	-1	0	0	1
floor	-1	1	0	-1	1	0	-1
floor	1.5	1	0	-1	1	0	1
floor	-2.5	1	0	-1	3	0	-1
floor	9.99	1	0	-1	9	0	1
floor	-99.5	1	0	-1	100	2	-1
floor	0.0000001	1	0	-1	0	0	1
floor	1e21	1	0	-1	1	21	1
floor	1e100	1	0	-1	100	100	1
floor	-99999999999999999999.5	1	0	-1	1000000	20	-1
floor	Infinity	1	0	-1		NaN	1
floor	-0	1	1	-1	0	0	-1
floor	0.5	1	1	-1	0	0	1
floor	-1.5	1	1	-1	2	0	-1
floor	0.1	1	1	-1	0	0	1
floor	-9.99	1	1	-1	10	1	-1
floor	9999999.9999999	1	1	-1	9999999	6	1
floor	123456.7891011	1	1	-1	123456	5	1
floor	1e-21	1	1	-1	0	0	1
floor	0.000000000123456789	1	1	-1	0	0	1
floor	0.99999999999999999999	1	1	-1	0	0	1
floor	-Infinity	1	1	-1		NaN	-1
floor	1	1	2	-1	1	0	1
floor	-0.5	1	2	-1	1	0	-1
floor	2.5	1	2	-1	2	0	1
floor	-0.1	1	2	-1	1	0	-1
floor	99.5	1	2	-1	99	1	1
floor	10000000	1	2	-1	1	7	1
floor	-123456.7891011	1	2	-1	123457	5	-1
floor	5e-324	1	2	-1	0	0	1
floor	99999999999999999999.5	1	2	-1	999999,9999999,9999999	19	1
floor	NaN	1	2	-1		NaN	NaN
floor	0	1	3	-1	0	0	1
floor	-1	1	3	-1	1	0	-1
floor	1.5	1	3	-1	1	0	1
floor	-2.5	1	3	-1	3	0	-1
floor	9.99	1	3	-1	9	0	1
floor	-99.5	1	3	-1	100	2	-1
floor	0.0000001	1	3	-1	0	0	1
floor	1e21	1	3	-1	1	21	1
floor	1e100	1	3	-1	100	100	1
floor	-99999999999999999999.5	1	3	-1	1000000	20	-1
floor	Infinity	1	3	-1		NaN	1
floor	-0	1	4	-1	0	0	-1
floor	0.5	1	4	-1	0	0	1
floor	-1.5	1	4	-1	2	0	-1
floor	0.1	1	4	-1	0	0	1
floor	-9.99	1	4	-1	10	1	-1
floor	9999999.9999999	1	4	-1	9999999	6	1
floor	123456.7891011	1	4	-1	123456	5	1
floor	1e-21	1	4	-1	0	0	1
floor	0.000000000123456789	1	4	-1	0	0	1
floor	0.99999999999999999999	1	4	-1	0	0	1
floor	-Infinity	1	4	-1		NaN	-1
floor	1	1	5	-1	1	0	1
floor	-0.5	1	5	-1	1	0	-1
floor	2.5	1	5	-1	2	0	1
floor	-0.1	1	5	-1	1	0	-1
floor	99.5	1	5	-1	99	1	1
floor	10000000	1	5	-1	1	7	1
floor	-123456.7891011	1	5	-1	123457	5	-1
floor	5e-324	1	5	-1	0	0	1
floor	99999999999999999999.5	1	5	-1	999999,9999999,9999999	19	1
floor	NaN	1	5	-1		NaN	NaN
floor	0	1	6	-1	0	0	1
floor	-1	1	6	-1	1	0	-1
floor	1.5	1	6	-1	1	0	1
floor	-2.5	1	6	-1	3	0	-1
floor	9.99	1	6	-1	9	0	1
floor	-99.5	1	6	-1	100	2	-1
floor	0.0000001	1	6	-1	0	0	1
floor	1e21	1	6	-1	1	21	1
floor	1e100	1	6	-1	100	100	1
floor	-99999999999999999999.5	1	6	-1	1000000	20	-1
floor	Infinity	1	6	-1		NaN	1
floor	-0	1	7	-1	0	0	-1
floor	0.5	1	7	-1	0	0	1
floor	-1.5	1	7	-1	2	0	-1
floor	0.1	1	7	-1	0	0	1
floor	-9.99	1	7	-1	10	1	-1
floor	9999999.9999999	1	7	-1	9999999	6	1
floor	123456.7891011	1	7	-1	123456	5	1
floor	1e-21	1	7	-1	0	0	1
floor	0.000000000123456789	1	7	-1	0	0	1
floor	0.99999999999999999999	1	7	-1	0	0	1
floor	-Infinity	1	7	-1		NaN	-1
floor	1	1	8	-1	1	0	1
floor	-0.5	1	8	-1	1	0	-1
floor	2.5	1	8	-1	2	0	1
floor	-0.1	1	8	-1	1	0	-1
floor	99.5	1	8	-1	99	1	1
floor	10000000	1	8	-1	1	7	1
floor	-123456.7891011	1	8	-1	123457	5	-1
floor	5e-324	1	8	-1	0	0	1
floor	99999999999999999999.5	1	8	-1	999999,9999999,9999999	19	1
floor	NaN	1	8	-1		NaN	NaN
floor	0	5	0	-1	0	0	1
floor	-1	5	0	-1	1	0	-1
floor	1.5	5	0	-1	1	0	1
floor	-2.5	5	0	-1	3	0	-1
floor	9.99	5	0	-1	9	0	1
floor	-99.5	5	0	-1	100	2	-1
floor	0.0000001	5	0	-1	0	0	1
floor	1e21	5	0	-1	1	21	1
floor	1e100	5	0	-1	100	100	1
floor	-99999999999999999999.5	5	0	-1	1000000	20	-1
floor	Infinity	5	0	-1		NaN	1
floor	-0	5	1	-1	0	0	-1
floor	0.5	5	1	-1	0	0	1
floor	-1.5	5	1	-1	2	0	-1
floor	0.1	5	1	-1	0	0	1
floor	-9.99	5	1	-1	10	1	-1
floor	9999999.9999999	5	1	-1	9999999	6	1
floor	123456.7891011	5	1	-1	123456	5	1
floor	1e-21	5	1	-1	0	0	1
