minus	0	0	20	4	1	0	0	1
minus	0	-2.5	20	4	1	2,5000000	0	1
minus	-0	3	20	4	1	3	0	-1
minus	1	99999999999999999999	20	4	1	999999,9999999,9999998	19	-1
minus	-1	123456.7891011	20	4	1	123457,7891011	5	-1
minus	2	1e-7	20	4	1	1,9999999	0	1
minus	10	9999999	20	4	1	9999989	6	-1
minus	-10	-0.1	20	4	1	9,9000000	0	-1
minus	0.1	2	20	4	1	1,9000000	0	-1
minus	-0.1	0	20	4	1	1000000	-1	-1
minus	-0.1	-2.5	20	4	1	2,4000000	0	1
minus	0.5	3	20	4	1	2,5000000	0	-1
minus	1.5	99999999999999999999	20	4	1	999999,9999999,9999998	19	-1
minus	-1.5	123456.7891011	20	4	1	123458,2891011	5	-1
minus	9999999	1e-7	20	4	1	9999998,9999999	6	1
minus	10000000	9999999	20	4	1	1	0	1
minus	9999999.9999999	-0.1	20	4	1	1,0,999999	7	1
minus	0.0000001	2	20	4	1	1,9999999	0	-1
minus	1e-7	0	20	4	1	1	-7	1
minus	1e-7	-2.5	20	4	1	2,5000001	0	1
minus	1e7	3	20	4	1	9999997	6	1
minus	1e21	99999999999999999999	20	4	1	9000000	20	1
minus	1e-21	123456.7891011	20	4	1	123456,7891011	5	-1
minus	123456.7891011	1e-7	20	4	1	123456,7891010	5	1
minus	-123456.7891011	9999999	20	4	1	1,123455,7891011	7	-1
minus	987654321.123456789	-0.1	20	4	1	98,7654321,2234567,8900000	8	1
minus	0.000000000123456789	2	20	4	1	1,9999999,9987654,3211000	0	-1
minus	99999999999999999999	0	20	4	1	999999,9999999,9999999	19	1
minus	99999999999999999999	-2.5	20	4	1	1000000	20	1
minus	100000000000000000000	3	20	4	1	999999,9999999,9999997	19	1
minus	1e100	99999999999999999999	20	4	1	100	100	1
minus	1e-100	123456.7891011	20	4	1	123456,7891011	5	-1
minus	3	1e-7	20	4	1	2,9999999	0	1
minus	7	9999999	20	4	1	9999992	6	-1
minus	0.3333333333333333333333	-0.1	20	4	1	4333333,3333333,3333330	-1	1
minus	2.5	2	20	4	1	5000000	-1	1
minus	-2.5	0	20	4	1	2,5000000	0	-1
minus	-2.5	-2.5	20	4	1	0	0	1
minus	NaN	3	20	4	1		NaN	NaN
minus	Infinity	99999999999999999999	20	4	1		NaN	1
minus	-Infinity	123456.7891011	20	4	1		NaN	-1
minus	0	1e-7	1	4	1	1	-7	-1
minus	-0	9999999	1	4	1	1	7	-1
minus	1	-0.1	1	4	1	1	0	1
minus	-1	2	1	4	1	3	0	-1
minus	2	0	1	4	1	2	0	1
minus	2	-2.5	1	4	1	5	0	1
minus	10	3	1	4	1	7	0	1
minus	-10	99999999999999999999	1	4	1	1000000	20	-1
minus	0.1	123456.7891011	1	4	1	100000	5	-1
minus	-0.1	1e-7	1	4	1	1000000	-1	-1
minus	0.5	9999999	1	4	1	1	7	-1
minus	1.5	-0.1	1	4	1	2	0	1
minus	-1.5	2	1	4	1	4	0	-1
minus	9999999	0	1	4	1	1	7	1
minus	9999999	-2.5	1	4	1	1	7	1
minus	10000000	3	1	4	1	1	7	1
minus	9999999.9999999	99999999999999999999	1	4	1	1000000	20	-1
minus	0.0000001	123456.7891011	1	4	1	100000	5	-1
minus	1e-7	1e-7	1	4	1	0	0	1
minus	1e7	9999999	1	4	1	1	0	1
minus	1e21	-0.1	1	4	1	1	21	1
minus	1e-21	2	1	4	1	2	0	-1
minus	123456.7891011	0	1	4	1	100000	5	1
minus	123456.7891011	-2.5	1	4	1	100000	5	1
minus	-123456.7891011	3	1	4	1	100000	5	-1
minus	987654321.123456789	99999999999999999999	1	4	1	1000000	20	-1
minus	0.000000000123456789	123456.7891011	1	4	1	100000	5	-1
minus	99999999999999999999	1e-7	1	4	1	1000000	20	1
minus	100000000000000000000	9999999	1	4	1	1000000	20	1
minus	1e100	-0.1	1	4	1	100	100	1
minus	1e-100	2	1	4	1	2	0	-1
