0	1	4	NaN
-0	1	4	NaN
1	1	4	0
-1	1	4	NaN
0.5	1	4	NaN
-0.5	1	4	NaN
0.1	1	4	NaN
-0.1	1	4	NaN
0.9999999	1	4	NaN
-0.9999999	1	4	NaN
1e-7	1	4	NaN
0.7071067811865476	1	4	NaN
NaN	1	4	NaN
Infinity	1	4	Infinity
-Infinity	1	4	NaN
2	1	4	1
-2	1	4	NaN
0	5	0	NaN
-0	5	0	NaN
1	5	0	0
-1	5	0	NaN
0.5	5	0	NaN
-0.5	5	0	NaN
0.1	5	0	NaN
-0.1	5	0	NaN
0.9999999	5	0	NaN
-0.9999999	5	0	NaN
1e-7	5	0	NaN
0.7071067811865476	5	0	NaN
NaN	5	0	NaN
Infinity	5	0	Infinity
-Infinity	5	0	NaN
2	5	0	1.317
-2	5	0	NaN
0	5	3	NaN
-0	5	3	NaN
1	5	3	0
-1	5	3	NaN
0.5	5	3	NaN
-0.5	5	3	NaN
0.1	5	3	NaN
-0.1	5	3	NaN
0.9999999	5	3	NaN
-0.9999999	5	3	NaN
1e-7	5	3	NaN
0.7071067811865476	5	3	NaN
NaN	5	3	NaN
Infinity	5	3	Infinity
-Infinity	5	3	NaN
2	5	3	1.3169
-2	5	3	NaN
0	20	4	NaN
-0	20	4	NaN
1	20	4	0
-1	20	4	NaN
0.5	20	4	NaN
-0.5	20	4	NaN
0.1	20	4	NaN
-0.1	20	4	NaN
0.9999999	20	4	NaN
-0.9999999	20	4	NaN
1e-7	20	4	NaN
0.7071067811865476	20	4	NaN
NaN	20	4	NaN
Infinity	20	4	Infinity
-Infinity	20	4	NaN
2	20	4	1.3169578969248167086
-2	20	4	NaN
0	20	6	NaN
-0	20	6	NaN
1	20	6	0
-1	20	6	NaN
0.5	20	6	NaN
-0.5	20	6	NaN
0.1	20	6	NaN
-0.1	20	6	NaN
0.9999999	20	6	NaN
-0.9999999	20	6	NaN
1e-7	20	6	NaN
0.7071067811865476	20	6	NaN
NaN	20	6	NaN
Infinity	20	6	Infinity
-Infinity	20	6	NaN
2	20	6	1.3169578969248167086
-2	20	6	NaN
0	40	1	NaN
-0	40	1	NaN
1	40	1	0
-1	40	1	NaN
0.5	40	1	NaN
-0.5	40	1	NaN
0.1	40	1	NaN
-0.1	40	1	NaN
0.9999999	40	1	NaN
-0.9999999	40	1	NaN
1e-7	40	1	NaN
0.7071067811865476	40	1	NaN
NaN	40	1	NaN
Infinity	40	1	Infinity
-Infinity	40	1	NaN
2	40	1	1.316957896924816708625046347307968444026
-2	40	1	NaN
