0	1	4	0
-0	1	4	-0
1	1	4	0.8
-1	1	4	-0.8
0.5	1	4	0.5
-0.5	1	4	-0.5
2	1	4	0.9
3	1	4	0.1
10	1	4	-0.5
0.1	1	4	0.1
1e-7	1	4	0.0000001
123456.789	1	4	-1
3.141592653589793	1	4	0.0000000000000002
1.5707963267948966	1	4	1
NaN	1	4	NaN
Infinity	1	4	NaN
-Infinity	1	4	NaN
0.0001	1	4	0.0001
7	1	4	0.7
-7	1	4	-0.7
0	5	0	0
-0	5	0	-0
1	5	0	0.84148
-1	5	0	-0.84148
0.5	5	0	0.47943
-0.5	5	0	-0.47943
2	5	0	0.9093
3	5	0	0.14113
10	5	0	-0.54403
0.1	5	0	0.099834
1e-7	5	0	0.0000001
123456.789	5	0	-0.99867
3.141592653589793	5	0	0.00000000000000023847
1.5707963267948966	5	0	1.0001
NaN	5	0	NaN
Infinity	5	0	NaN
-Infinity	5	0	NaN
0.0001	5	0	0.0001
7	5	0	0.65699
-7	5	0	-0.65699
0	5	3	0
-0	5	3	-0
1	5	3	0.84147
-1	5	3	-0.84148
0.5	5	3	0.47942
-0.5	5	3	-0.47943
2	5	3	0.90929
3	5	3	0.14112
10	5	3	-0.54403
0.1	5	3	0.099833
1e-7	5	3	0.000000099999
123456.789	5	3	-0.99867
3.141592653589793	5	3	0.00000000000000023846
1.5707963267948966	5	3	1
NaN	5	3	NaN
Infinity	5	3	NaN
-Infinity	5	3	NaN
0.0001	5	3	0.000099999
7	5	3	0.65698
-7	5	3	-0.65699
0	20	4	0
-0	20	4	-0
1	20	4	0.84147098480789650665
-1	20	4	-0.84147098480789650665
0.5	20	4	0.47942553860420300027
-0.5	20	4	-0.47942553860420300027
2	20	4	0.9092974268256816954
3	20	4	0.1411200080598672221
10	20	4	-0.5440211108893698134
0.1	20	4	0.099833416646828152307
1e-7	20	4	0.000000099999999999999833333
123456.789	20	4	-0.99866408234344709787
3.141592653589793	20	4	0.00000000000000023846264338327950288
1.5707963267948966	20	4	1
NaN	20	4	NaN
Infinity	20	4	NaN
-Infinity	20	4	NaN
0.0001	20	4	0.000099999999833333333417
7	20	4	0.6569865987187890904
-7	20	4	-0.6569865987187890904
0	20	6	0
-0	20	6	-0
1	20	6	0.84147098480789650665
-1	20	6	-0.84147098480789650665
0.5	20	6	0.47942553860420300027
-0.5	20	6	-0.47942553860420300027
2	20	6	0.9092974268256816954
3	20	6	0.1411200080598672221
10	20	6	-0.5440211108893698134
0.1	20	6	0.099833416646828152307
1e-7	20	6	0.000000099999999999999833333
123456.789	20	6	-0.99866408234344709787
3.141592653589793	20	6	0.00000000000000023846264338327950288
1.5707963267948966	20	6	1
NaN	20	6	NaN
Infinity	20	6	NaN
-Infinity	20	6	NaN
0.0001	20	6	0.000099999999833333333417
7	20	6	0.6569865987187890904
-7	20	6	-0.6569865987187890904
0	40	1	0
-0	40	1	-0
1	40	1	0.8414709848078965066525023216302989996225
-1	40	1	-0.8414709848078965066525023216302989996225
0.5	40	1	0.4794255386042030002732879352155713880818
-0.5	40	1	-0.4794255386042030002732879352155713880818
2	40	1	0.9092974268256816953960198659117448427022
3	40	1	0.1411200080598672221007448028081102798469
10	40	1	-0.5440211108893698134047476618513772816836
0.1	40	1	0.09983341664682815230681419841062202698991
1e-7	40	1	0.00000009999999999999983333333333333341666666666
123456.789	40	1	-0.9986640823434470978675991225831434346922
3.141592653589793	40	1	0.0000000000000002384626433832795028841971693993728458138
1.5707963267948966	40	1	0.9999999999999999999999999999999998150781
NaN	40	1	NaN
Infinity	40	1	NaN
-Infinity	40	1	NaN
0.0001	40	1	0.00009999999983333333341666666664682539682815
7	40	1	0.6569865987187890903969990915936351779368
-7	40	1	-0.6569865987187890903969990915936351779368
