0	1	0	0	0	1
0	2	3	0	0	1
0	3	6	0	0	1
0	5	0	0	0	1
0	6	3	0	0	1
0	7	6	0	0	1
0	9	0	0	0	1
0	10	3	0	0	1
0	11	6	0	0	1
-0	1	0	0	0	-1
-0	2	3	0	0	-1
-0	3	6	0	0	-1
-0	5	0	0	0	-1
-0	6	3	0	0	-1
-0	7	6	0	0	-1
-0	9	0	0	0	-1
-0	10	3	0	0	-1
-0	11	6	0	0	-1
1	1	0	1	0	1
1	2	3	1	0	1
1	3	6	1	0	1
1	5	0	1	0	1
1	6	3	1	0	1
1	7	6	1	0	1
1	9	0	1	0	1
1	10	3	1	0	1
1	11	6	1	0	1
-1	1	0	1	0	-1
-1	2	3	1	0	-1
-1	3	6	1	0	-1
-1	5	0	1	0	-1
-1	6	3	1	0	-1
-1	7	6	1	0	-1
-1	9	0	1	0	-1
-1	10	3	1	0	-1
-1	11	6	1	0	-1
5	1	0	5	0	1
5	2	3	5	0	1
5	3	6	5	0	1
5	5	0	5	0	1
5	6	3	5	0	1
5	7	6	5	0	1
5	9	0	5	0	1
5	10	3	5	0	1
5	11	6	5	0	1
-5	1	0	5	0	-1
-5	2	3	5	0	-1
-5	3	6	5	0	-1
-5	5	0	5	0	-1
-5	6	3	5	0	-1
-5	7	6	5	0	-1
-5	9	0	5	0	-1
-5	10	3	5	0	-1
-5	11	6	5	0	-1
9	1	0	9	0	1
9	2	3	9	0	1
9	3	6	9	0	1
9	5	0	9	0	1
9	6	3	9	0	1
9	7	6	9	0	1
9	9	0	9	0	1
9	10	3	9	0	1
9	11	6	9	0	1
4.5	1	0	5	0	1
4.5	2	3	4,5000000	0	1
4.5	3	6	4,5000000	0	1
4.5	5	0	4,5000000	0	1
4.5	6	3	4,5000000	0	1
4.5	7	6	4,5000000	0	1
4.5	9	0	4,5000000	0	1
4.5	10	3	4,5000000	0	1
4.5	11	6	4,5000000	0	1
-4.5	1	0	5	0	-1
-4.5	2	3	4,5000000	0	-1
-4.5	3	6	4,5000000	0	-1
-4.5	5	0	4,5000000	0	-1
-4.5	6	3	4,5000000	0	-1
-4.5	7	6	4,5000000	0	-1
-4.5	9	0	4,5000000	0	-1
-4.5	10	3	4,5000000	0	-1
-4.5	11	6	4,5000000	0	-1
5.5	1	0	6	0	1
5.5	2	3	5,5000000	0	1
5.5	3	6	5,5000000	0	1
5.5	5	0	5,5000000	0	1
5.5	6	3	5,5000000	0	1
5.5	7	6	5,5000000	0	1
5.5	9	0	5,5000000	0	1
5.5	10	3	5,5000000	0	1
5.5	11	6	5,5000000	0	1
-5.5	1	0	6	0	-1
-5.5	2	3	5,5000000	0	-1
-5.5	3	6	5,5000000	0	-1
-5.5	5	0	5,5000000	0	-1
-5.5	6	3	5,5000000	0	-1
-5.5	7	6	5,5000000	0	-1
-5.5	9	0	5,5000000	0	-1
-5.5	10	3	5,5000000	0	-1
-5.5	11	6	5,5000000	0	-1
2.5	1	0	3	0	1
2.5	2	3	2,5000000	0	1
2.5	3	6	2,5000000	0	1
2.5	5	0	2,5000000	0	1
2.5	6	3	2,5000000	0	1
2.5	7	6	2,5000000	0	1
2.5	9	0	2,5000000	0	1
2.5	10	3	2,5000000	0	1
2.5	11	6	2,5000000	0	1
3.5	1	0	4	0	1
3.5	2	3	3,5000000	0	1
3.5	3	6	3,5000000	0	1
3.5	5	0	3,5000000	0	1
3.5	6	3	3,5000000	0	1
3.5	7	6	3,5000000	0	1
3.5	9	0	3,5000000	0	1
3.5	10	3	3,5000000	0	1
3.5	11	6	3,5000000	0	1
0.5	1	0	5000000	-1	1
0.5	2	3	5000000	-1	1
0.5	3	6	5000000	-1	1
0.5	5	0	5000000	-1	1
0.5	6	3	5000000	-1	1
0.5	7	6	5000000	-1	1
0.5	9	0	5000000	-1	1
0.5	10	3	5000000	-1	1
0.5	11	6	5000000	-1	1
-0.5	1	0	5000000	-1	-1
-0.5	2	3	5000000	-1	-1
-0.5	3	6	5000000	-1	-1
-0.5	5	0	5000000	-1	-1
-0.5	6	3	5000000	-1	-1
-0.5	7	6	5000000	-1	-1
-0.5	9	0	5000000	-1	-1
-0.5	10	3	5000000	-1	-1
-0.5	11	6	5000000	-1	-1
0.05	1	0	500000	-2	1
0.05	2	3	500000	-2	1
0.05	3	6	500000	-2	1
0.05	5	0	500000	-2	1
0.05	6	3	500000	-2	1
0.05	7	6	500000	-2	1
0.05	9	0	500000	-2	1
0.05	10	3	500000	-2	1
0.05	11	6	500000	-2	1
9.5	1	0	10	1	1
9.5	2	3	9,5000000	0	1
9.5	3	6	9,5000000	0	1
9.5	5	0	9,5000000	0	1
9.5	6	3	9,5000000	0	1
9.5	7	6	9,5000000	0	1
9.5	9	0	9,5000000	0	1
9.5	10	3	9,5000000	0	1
