0	1	4	1
-0	1	4	1
1	1	4	0.5
-1	1	4	0.5
0.5	1	4	0.9
-0.5	1	4	0.9
2	1	4	-0.4
3	1	4	-1
10	1	4	-0.8
0.1	1	4	1
1e-7	1	4	1
123456.789	1	4	0.05
3.141592653589793	1	4	-1
1.5707963267948966	1	4	0.00000000000000002
NaN	1	4	NaN
Infinity	1	4	NaN
-Infinity	1	4	NaN
0.0001	1	4	1
7	1	4	0.8
-7	1	4	0.8
0	5	0	1
-0	5	0	1
1	5	0	0.54031
-1	5	0	0.54031
0.5	5	0	0.87759
-0.5	5	0	0.87759
2	5	0	-0.41615
3	5	0	-0.99
10	5	0	-0.83908
0.1	5	0	0.99501
1e-7	5	0	1
123456.789	5	0	0.051673
3.141592653589793	5	0	-1
1.5707963267948966	5	0	0.000000000000000019232
NaN	5	0	NaN
Infinity	5	0	NaN
-Infinity	5	0	NaN
0.0001	5	0	1
7	5	0	0.75391
-7	5	0	0.75391
0	5	3	1
-0	5	3	1
1	5	3	0.5403
-1	5	3	0.5403
0.5	5	3	0.87758
-0.5	5	3	0.87758
2	5	3	-0.41615
3	5	3	-0.99
10	5	3	-0.83908
0.1	5	3	0.995
1e-7	5	3	0.99999
123456.789	5	3	0.051672
3.141592653589793	5	3	-1
1.5707963267948966	5	3	0.000000000000000019231
NaN	5	3	NaN
Infinity	5	3	NaN
-Infinity	5	3	NaN
0.0001	5	3	0.99999
7	5	3	0.7539
-7	5	3	0.7539
0	20	4	1
-0	20	4	1
1	20	4	0.5403023058681397174
-1	20	4	0.5403023058681397174
0.5	20	4	0.87758256189037271612
-0.5	20	4	0.87758256189037271612
2	20	4	-0.416146836547142387
3	20	4	-0.98999249660044545727
10	20	4	-0.83907152907645245226
0.1	20	4	0.9950041652780257661
1e-7	20	4	0.999999999999995
123456.789	20	4	0.051672532714399770043
3.141592653589793	20	4	-1
1.5707963267948966	20	4	0.000000000000000019231321691639751442
NaN	20	4	NaN
Infinity	20	4	NaN
-Infinity	20	4	NaN
0.0001	20	4	0.99999999500000000417
7	20	4	0.75390225434330463814
-7	20	4	0.75390225434330463814
0	20	6	1
-0	20	6	1
1	20	6	0.5403023058681397174
-1	20	6	0.5403023058681397174
0.5	20	6	0.87758256189037271612
-0.5	20	6	0.87758256189037271612
2	20	6	-0.416146836547142387
3	20	6	-0.98999249660044545727
10	20	6	-0.83907152907645245226
0.1	20	6	0.9950041652780257661
1e-7	20	6	0.999999999999995
123456.789	20	6	0.051672532714399770043
3.141592653589793	20	6	-1
1.5707963267948966	20	6	0.000000000000000019231321691639751442
NaN	20	6	NaN
Infinity	20	6	NaN
-Infinity	20	6	NaN
0.0001	20	6	0.99999999500000000417
7	20	6	0.75390225434330463814
-7	20	6	0.75390225434330463814
0	40	1	1
-0	40	1	1
1	40	1	0.5403023058681397174009366074429766037323
-1	40	1	0.5403023058681397174009366074429766037323
0.5	40	1	0.8775825618903727161162815826038296519916
-0.5	40	1	0.8775825618903727161162815826038296519916
2	40	1	-0.416146836547142386997568229500762189766
3	40	1	-0.9899924966004454572715727947312613023936
10	40	1	-0.8390715290764524522588639478240648345199
0.1	40	1	0.9950041652780257660955619878038702948385
1e-7	40	1	0.9999999999999950000000000000041666666666
123456.789	40	1	0.051672532714399770042785874438450575104
3.141592653589793	40	1	-0.9999999999999999999999999999999715677838
1.5707963267948966	40	1	0.00000000000000001923132169163975144209858469968755172505
NaN	40	1	NaN
Infinity	40	1	NaN
-Infinity	40	1	NaN
0.0001	40	1	0.9999999950000000041666666652777777780257
7	40	1	0.7539022543433046381411975217191820122183
-7	40	1	0.7539022543433046381411975217191820122183
