toString	0	20	4	-7	21	-1	0
toString	-0	20	4	-7	21	-1	0
toString	1	20	4	-7	21	-1	1
toString	-1	20	4	-7	21	-1	-1
toString	0.5	20	4	-7	21	-1	0.5
toString	-0.5	20	4	-7	21	-1	-0.5
toString	1.5	20	4	-7	21	-1	1.5
toString	-2.5	20	4	-7	21	-1	-2.5
toString	0.1	20	4	-7	21	-1	0.1
toString	-0.1	20	4	-7	21	-1	-0.1
toString	9.99	20	4	-7	21	-1	9.99
toString	1e-7	20	4	-7	21	-1	1e-7
toString	-1e-7	20	4	-7	21	-1	-1e-7
toString	1e21	20	4	-7	21	-1	1e+21
toString	-1e21	20	4	-7	21	-1	-1e+21
toString	1e-21	20	4	-7	21	-1	1e-21
toString	123456.7891011	20	4	-7	21	-1	123456.7891011
toString	-123456.7891011	20	4	-7	21	-1	-123456.7891011
toString	10000000	20	4	-7	21	-1	10000000
toString	9999999.9999999	20	4	-7	21	-1	9999999.9999999
toString	0.000000000123456789	20	4	-7	21	-1	1.23456789e-10
toString	5e-324	20	4	-7	21	-1	5e-324
toString	1e100	20	4	-7	21	-1	1e+100
toString	99999999999999999999	20	4	-7	21	-1	99999999999999999999
toString	0.00001	20	4	-7	21	-1	0.00001
toString	100	20	4	-7	21	-1	100
toString	1000000000000000000000	20	4	-7	21	-1	1e+21
toString	0.0000001234567890123	20	4	-7	21	-1	1.234567890123e-7
toString	-0.999999999999999999995	20	4	-7	21	-1	-0.999999999999999999995
toString	NaN	20	4	-7	21	-1	NaN
toString	Infinity	20	4	-7	21	-1	Infinity
toString	-Infinity	20	4	-7	21	-1	-Infinity
valueOf	0	20	4	-7	21	-1	0
valueOf	-0	20	4	-7	21	-1	-0
valueOf	1	20	4	-7	21	-1	1
valueOf	-1	20	4	-7	21	-1	-1
valueOf	0.5	20	4	-7	21	-1	0.5
valueOf	-0.5	20	4	-7	21	-1	-0.5
valueOf	1.5	20	4	-7	21	-1	1.5
valueOf	-2.5	20	4	-7	21	-1	-2.5
valueOf	0.1	20	4	-7	21	-1	0.1
valueOf	-0.1	20	4	-7	21	-1	-0.1
valueOf	9.99	20	4	-7	21	-1	9.99
valueOf	1e-7	20	4	-7	21	-1	1e-7
valueOf	-1e-7	20	4	-7	21	-1	-1e-7
valueOf	1e21	20	4	-7	21	-1	1e+21
valueOf	-1e21	20	4	-7	21	-1	-1e+21
valueOf	1e-21	20	4	-7	21	-1	1e-21
valueOf	123456.7891011	20	4	-7	21	-1	123456.7891011
valueOf	-123456.7891011	20	4	-7	21	-1	-123456.7891011
valueOf	10000000	20	4	-7	21	-1	10000000
valueOf	9999999.9999999	20	4	-7	21	-1	9999999.9999999
valueOf	0.000000000123456789	20	4	-7	21	-1	1.23456789e-10
valueOf	5e-324	20	4	-7	21	-1	5e-324
valueOf	1e100	20	4	-7	21	-1	1e+100
valueOf	99999999999999999999	20	4	-7	21	-1	99999999999999999999
valueOf	0.00001	20	4	-7	21	-1	0.00001
valueOf	100	20	4	-7	21	-1	100
valueOf	1000000000000000000000	20	4	-7	21	-1	1e+21
valueOf	0.0000001234567890123	20	4	-7	21	-1	1.234567890123e-7
valueOf	-0.999999999999999999995	20	4	-7	21	-1	-0.999999999999999999995
valueOf	NaN	20	4	-7	21	-1	NaN
valueOf	Infinity	20	4	-7	21	-1	Infinity
valueOf	-Infinity	20	4	-7	21	-1	-Infinity
toFixed	0	20	4	-7	21	-1	0
toFixed	0	20	4	-7	21	0	0
toFixed	0	20	4	-7	21	1	0.0
toFixed	0	20	4	-7	21	2	0.00
toFixed	0	20	4	-7	21	5	0.00000
toFixed	0	20	4	-7	21	10	0.0000000000
toFixed	0	20	4	-7	21	25	0.0000000000000000000000000
toFixed	-0	20	4	-7	21	-1	0
toFixed	-0	20	4	-7	21	0	0
toFixed	-0	20	4	-7	21	1	0.0
toFixed	-0	20	4	-7	21	2	0.00
toFixed	-0	20	4	-7	21	5	0.00000
toFixed	-0	20	4	-7	21	10	0.0000000000
toFixed	-0	20	4	-7	21	25	0.0000000000000000000000000
toFixed	1	20	4	-7	21	-1	1
toFixed	1	20	4	-7	21	0	1
toFixed	1	20	4	-7	21	1	1.0
toFixed	1	20	4	-7	21	2	1.00
toFixed	1	20	4	-7	21	5	1.00000
toFixed	1	20	4	-7	21	10	1.0000000000
toFixed	1	20	4	-7	21	25	1.0000000000000000000000000
toFixed	-1	20	4	-7	21	-1	-1
toFixed	-1	20	4	-7	21	0	-1
toFixed	-1	20	4	-7	21	1	-1.0
toFixed	-1	20	4	-7	21	2	-1.00
toFixed	-1	20	4	-7	21	5	-1.00000
toFixed	-1	20	4	-7	21	10	-1.0000000000
toFixed	-1	20	4	-7	21	25	-1.0000000000000000000000000
toFixed	0.5	20	4	-7	21	-1	0.5
toFixed	0.5	20	4	-7	21	0	1
toFixed	0.5	20	4	-7	21	1	0.5
toFixed	0.5	20	4	-7	21	2	0.50
toFixed	0.5	20	4	-7	21	5	0.50000
toFixed	0.5	20	4	-7	21	10	0.5000000000
toFixed	0.5	20	4	-7	21	25	0.5000000000000000000000000
toFixed	-0.5	20	4	-7	21	-1	-0.5
toFixed	-0.5	20	4	-7	21	0	-1
toFixed	-0.5	20	4	-7	21	1	-0.5
toFixed	-0.5	20	4	-7	21	2	-0.50
toFixed	-0.5	20	4	-7	21	5	-0.50000
toFixed	-0.5	20	4	-7	21	10	-0.5000000000
toFixed	-0.5	20	4	-7	21	25	-0.5000000000000000000000000
toFixed	1.5	20	4	-7	21	-1	1.5
toFixed	1.5	20	4	-7	21	0	2
toFixed	1.5	20	4	-7	21	1	1.5
toFixed	1.5	20	4	-7	21	2	1.50
toFixed	1.5	20	4	-7	21	5	1.50000
toFixed	1.5	20	4	-7	21	10	1.5000000000
toFixed	1.5	20	4	-7	21	25	1.5000000000000000000000000
toFixed	-2.5	20	4	-7	21	-1	-2.5
toFixed	-2.5	20	4	-7	21	0	-3
toFixed	-2.5	20	4	-7	21	1	-2.5
toFixed	-2.5	20	4	-7	21	2	-2.50
toFixed	-2.5	20	4	-7	21	5	-2.50000
toFixed	-2.5	20	4	-7	21	10	-2.5000000000
toFixed	-2.5	20	4	-7	21	25	-2.5000000000000000000000000
toFixed	0.1	20	4	-7	21	-1	0.1
toFixed	0.1	20	4	-7	21	0	0
toFixed	0.1	20	4	-7	21	1	0.1
toFixed	0.1	20	4	-7	21	2	0.10
toFixed	0.1	20	4	-7	21	5	0.10000
toFixed	0.1	20	4	-7	21	10	0.1000000000
toFixed	0.1	20	4	-7	21	25	0.1000000000000000000000000
toFixed	-0.1	20	4	-7	21	-1	-0.1
toFixed	-0.1	20	4	-7	21	0	-0
toFixed	-0.1	20	4	-7	21	1	-0.1
toFixed	-0.1	20	4	-7	21	2	-0.10
toFixed	-0.1	20	4	-7	21	5	-0.10000
toFixed	-0.1	20	4	-7	21	10	-0.1000000000
toFixed	-0.1	20	4	-7	21	25	-0.1000000000000000000000000
toFixed	9.99	20	4	-7	21	-1	9.99
toFixed	9.99	20	4	-7	21	0	10
toFixed	9.99	20	4	-7	21	1	10.0
toFixed	9.99	20	4	-7	21	2	9.99
toFixed	9.99	20	4	-7	21	5	9.99000
toFixed	9.99	20	4	-7	21	10	9.9900000000
toFixed	9.99	20	4	-7	21	25	9.9900000000000000000000000
toFixed	1e-7	20	4	-7	21	-1	0.0000001
toFixed	1e-7	20	4	-7	21	0	0
toFixed	1e-7	20	4	-7	21	1	0.0
toFixed	1e-7	20	4	-7	21	2	0.00
toFixed	1e-7	20	4	-7	21	5	0.00000
toFixed	1e-7	20	4	-7	21	10	0.0000001000
toFixed	1e-7	20	4	-7	21	25	0.0000001000000000000000000
toFixed	-1e-7	20	4	-7	21	-1	-0.0000001
toFixed	-1e-7	20	4	-7	21	0	-0
toFixed	-1e-7	20	4	-7	21	1	-0.0
toFixed	-1e-7	20	4	-7	21	2	-0.00
toFixed	-1e-7	20	4	-7	21	5	-0.00000
toFixed	-1e-7	20	4	-7	21	10	-0.0000001000
toFixed	-1e-7	20	4	-7	21	25	-0.0000001000000000000000000
toFixed	1e21	20	4	-7	21	-1	1000000000000000000000
toFixed	1e21	20	4	-7	21	0	1000000000000000000000
toFixed	1e21	20	4	-7	21	1	1000000000000000000000.0
toFixed	1e21	20	4	-7	21	2	1000000000000000000000.00
toFixed	1e21	20	4	-7	21	5	1000000000000000000000.00000
toFixed	1e21	20	4	-7	21	10	1000000000000000000000.0000000000
toFixed	1e21	20	4	-7	21	25	1000000000000000000000.0000000000000000000000000
toFixed	-1e21	20	4	-7	21	-1	-1000000000000000000000
toFixed	-1e21	20	4	-7	21	0	-1000000000000000000000
toFixed	-1e21	20	4	-7	21	1	-1000000000000000000000.0
toFixed	-1e21	20	4	-7	21	2	-1000000000000000000000.00
toFixed	-1e21	20	4	-7	21	5	-1000000000000000000000.00000
toFixed	-1e21	20	4	-7	21	10	-1000000000000000000000.0000000000
toFixed	-1e21	20	4	-7	21	25	-1000000000000000000000.0000000000000000000000000
toFixed	1e-21	20	4	-7	21	-1	0.000000000000000000001
toFixed	1e-21	20	4	-7	21	0	0
toFixed	1e-21	20	4	-7	21	1	0.0
toFixed	1e-21	20	4	-7	21	2	0.00
toFixed	1e-21	20	4	-7	21	5	0.00000
toFixed	1e-21	20	4	-7	21	10	0.0000000000
toFixed	1e-21	20	4	-7	21	25	0.0000000000000000000010000
toFixed	123456.7891011	20	4	-7	21	-1	123456.7891011
toFixed	123456.7891011	20	4	-7	21	0	123457
toFixed	123456.7891011	20	4	-7	21	1	123456.8
toFixed	123456.7891011	20	4	-7	21	2	123456.79
toFixed	123456.7891011	20	4	-7	21	5	123456.78910
toFixed	123456.7891011	20	4	-7	21	10	123456.7891011000
toFixed	123456.7891011	20	4	-7	21	25	123456.7891011000000000000000000
toFixed	-123456.7891011	20	4	-7	21	-1	-123456.7891011
toFixed	-123456.7891011	20	4	-7	21	0	-123457
toFixed	-123456.7891011	20	4	-7	21	1	-123456.8
toFixed	-123456.7891011	20	4	-7	21	2	-123456.79
toFixed	-123456.7891011	20	4	-7	21	5	-123456.78910
toFixed	-123456.7891011	20	4	-7	21	10	-123456.7891011000
toFixed	-123456.7891011	20	4	-7	21	25	-123456.7891011000000000000000000
toFixed	10000000	20	4	-7	21	-1	10000000
toFixed	10000000	20	4	-7	21	0	10000000
toFixed	10000000	20	4	-7	21	1	10000000.0
toFixed	10000000	20	4	-7	21	2	10000000.00
toFixed	10000000	20	4	-7	21	5	10000000.00000
toFixed	10000000	20	4	-7	21	10	10000000.0000000000
toFixed	10000000	20	4	-7	21	25	10000000.0000000000000000000000000
toFixed	9999999.9999999	20	4	-7	21	-1	9999999.9999999
toFixed	9999999.9999999	20	4	-7	21	0	10000000
toFixed	9999999.9999999	20	4	-7	21	1	10000000.0
toFixed	9999999.9999999	20	4	-7	21	2	10000000.00
toFixed	9999999.9999999	20	4	-7	21	5	10000000.00000
toFixed	9999999.9999999	20	4	-7	21	10	9999999.9999999000
toFixed	9999999.9999999	20	4	-7	21	25	9999999.9999999000000000000000000
toFixed	0.000000000123456789	20	4	-7	21	-1	0.000000000123456789
toFixed	0.000000000123456789	20	4	-7	21	0	0
toFixed	0.000000000123456789	20	4	-7	21	1	0.0
toFixed	0.000000000123456789	20	4	-7	21	2	0.00
toFixed	0.000000000123456789	20	4	-7	21	5	0.00000
toFixed	0.000000000123456789	20	4	-7	21	10	0.0000000001
toFixed	0.000000000123456789	20	4	-7	21	25	0.0000000001234567890000000
toFixed	5e-324	20	4	-7	21	-1	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005
toFixed	5e-324	20	4	-7	21	0	0
toFixed	5e-324	20	4	-7	21	1	0.0
toFixed	5e-324	20	4	-7	21	2	0.00
toFixed	5e-324	20	4	-7	21	5	0.00000
toFixed	5e-324	20	4	-7	21	10	0.0000000000
toFixed	5e-324	20	4	-7	21	25	0.0000000000000000000000000
toFixed	1e100	20	4	-7	21	-1	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
toFixed	1e100	20	4	-7	21	0	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
toFixed	1e100	20	4	-7	21	1	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0
toFixed	1e100	20	4	-7	21	2	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00
toFixed	1e100	20	4	-7	21	5	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00000
toFixed	1e100	20	4	-7	21	10	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000
toFixed	1e100	20	4	-7	21	25	10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.0000000000000000000000000
toFixed	99999999999999999999	20	4	-7	21	-1	99999999999999999999
toFixed	99999999999999999999	20	4	-7	21	0	99999999999999999999
toFixed	99999999999999999999	20	4	-7	21	1	99999999999999999999.0
toFixed	99999999999999999999	20	4	-7	21	2	99999999999999999999.00
toFixed	99999999999999999999	20	4	-7	21	5	99999999999999999999.00000
toFixed	99999999999999999999	20	4	-7	21	10	99999999999999999999.0000000000
toFixed	99999999999999999999	20	4	-7	21	25	99999999999999999999.0000000000000000000000000
toFixed	0.00001	20	4	-7	21	-1	0.00001
toFixed	0.00001	20	4	-7	21	0	0
toFixed	0.00001	20	4	-7	21	1	0.0
toFixed	0.00001	20	4	-7	21	2	0.00
toFixed	0.00001	20	4	-7	21	5	0.00001
toFixed	0.00001	20	4	-7	21	10	0.0000100000
toFixed	0.00001	20	4	-7	21	25	0.0000100000000000000000000
toFixed	100	20	4	-7	21	-1	100
toFixed	100	20	4	-7	21	0	100
toFixed	100	20	4	-7	21	1	100.0
toFixed	100	20	4	-7	21	2	100.00
toFixed	100	20	4	-7	21	5	100.00000
toFixed	100	20	4	-7	21	10	100.0000000000
toFixed	100	20	4	-7	21	25	100.0000000000000000000000000
toFixed	1000000000000000000000	20	4	-7	21	-1	1000000000000000000000
toFixed	1000000000000000000000	20	4	-7	21	0	1000000000000000000000
toFixed	1000000000000000000000	20	4	-7	21	1	1000000000000000000000.0
toFixed	1000000000000000000000	20	4	-7	21	2	1000000000000000000000.00
