0	1	4	0
-0	1	4	-0
1	1	4	2
-1	1	4	-2
0.5	1	4	0.5
-0.5	1	4	-0.5
0.1	1	4	0.1
-0.1	1	4	-0.1
0.9999999	1	4	2
-0.9999999	1	4	-2
1e-7	1	4	0.0000001
0.7071067811865476	1	4	0.8
NaN	1	4	NaN
Infinity	1	4	NaN
-Infinity	1	4	NaN
2	1	4	NaN
-2	1	4	NaN
0	5	0	0
-0	5	0	-0
1	5	0	1.5708
-1	5	0	-1.5708
0.5	5	0	0.5236
-0.5	5	0	-0.5236
0.1	5	0	0.10017
-0.1	5	0	-0.10017
0.9999999	5	0	1.5704
-0.9999999	5	0	-1.5704
1e-7	5	0	0.00000010001
0.7071067811865476	5	0	0.7854
NaN	5	0	NaN
Infinity	5	0	NaN
-Infinity	5	0	NaN
2	5	0	NaN
-2	5	0	NaN
0	5	3	0
-0	5	3	-0
1	5	3	1.5707
-1	5	3	-1.5707
0.5	5	3	0.52359
-0.5	5	3	-0.5236
0.1	5	3	0.10016
-0.1	5	3	-0.10017
0.9999999	5	3	1.5703
-0.9999999	5	3	-1.5704
1e-7	5	3	0.0000001
0.7071067811865476	5	3	0.78539
NaN	5	3	NaN
Infinity	5	3	NaN
-Infinity	5	3	NaN
2	5	3	NaN
-2	5	3	NaN
0	20	4	0
-0	20	4	-0
1	20	4	1.5707963267948966192
-1	20	4	-1.5707963267948966192
0.5	20	4	0.52359877559829887308
-0.5	20	4	-0.52359877559829887308
0.1	20	4	0.10016742116155979635
-0.1	20	4	-0.10016742116155979635
0.9999999	20	4	1.5703491131956698812
-0.9999999	20	4	-1.5703491131956698812
1e-7	20	4	0.00000010000000000000016667
0.7071067811865476	20	4	0.78539816339744841653
NaN	20	4	NaN
Infinity	20	4	NaN
-Infinity	20	4	NaN
2	20	4	NaN
-2	20	4	NaN
0	20	6	0
-0	20	6	-0
1	20	6	1.5707963267948966192
-1	20	6	-1.5707963267948966192
0.5	20	6	0.52359877559829887308
-0.5	20	6	-0.52359877559829887308
0.1	20	6	0.10016742116155979635
-0.1	20	6	-0.10016742116155979635
0.9999999	20	6	1.5703491131956698812
-0.9999999	20	6	-1.5703491131956698812
1e-7	20	6	0.00000010000000000000016667
0.7071067811865476	20	6	0.78539816339744841653
NaN	20	6	NaN
Infinity	20	6	NaN
-Infinity	20	6	NaN
2	20	6	NaN
-2	20	6	NaN
0	40	1	0
-0	40	1	-0
1	40	1	1.570796326794896619231321691639751442098
-1	40	1	-1.570796326794896619231321691639751442098
0.5	40	1	0.5235987755982988730771072305465838140328
-0.5	40	1	-0.5235987755982988730771072305465838140328
0.1	40	1	0.1001674211615597963455231794526933185686
-0.1	40	1	-0.1001674211615597963455231794526933185686
0.9999999	40	1	1.570349113195669881245687655760136116837
-0.9999999	40	1	-1.570349113195669881245687655760136116837
1e-7	40	1	0.0000001000000000000001666666666666674166666666
0.7071067811865476	40	1	0.7853981633974484165290120528856357210492
NaN	40	1	NaN
Infinity	40	1	NaN
-Infinity	40	1	NaN
2	40	1	NaN
-2	40	1	NaN
