0	1	4	2
-0	1	4	2
1	1	4	0
-1	1	4	3
0.5	1	4	1
-0.5	1	4	2
0.1	1	4	1
-0.1	1	4	2
0.9999999	1	4	0.0004
-0.9999999	1	4	3
1e-7	1	4	2
0.7071067811865476	1	4	0.8
NaN	1	4	NaN
Infinity	1	4	NaN
-Infinity	1	4	NaN
2	1	4	NaN
-2	1	4	NaN
0	5	0	1.5708
-0	5	0	1.5708
1	5	0	0
-1	5	0	3.1416
0.5	5	0	1.0472
-0.5	5	0	2.0944
0.1	5	0	1.4707
-0.1	5	0	1.671
0.9999999	5	0	0.00044722
-0.9999999	5	0	3.1412
1e-7	5	0	1.5708
0.7071067811865476	5	0	0.7854
NaN	5	0	NaN
Infinity	5	0	NaN
-Infinity	5	0	NaN
2	5	0	NaN
-2	5	0	NaN
0	5	3	1.5707
-0	5	3	1.5707
1	5	3	0
-1	5	3	3.1415
0.5	5	3	1.0471
-0.5	5	3	2.0943
0.1	5	3	1.4706
-0.1	5	3	1.6709
0.9999999	5	3	0.00044721
-0.9999999	5	3	3.1411
1e-7	5	3	1.5707
0.7071067811865476	5	3	0.78539
NaN	5	3	NaN
Infinity	5	3	NaN
-Infinity	5	3	NaN
2	5	3	NaN
-2	5	3	NaN
0	20	4	1.5707963267948966192
-0	20	4	1.5707963267948966192
1	20	4	0
-1	20	4	3.1415926535897932385
0.5	20	4	1.0471975511965977462
-0.5	20	4	2.0943951023931954923
0.1	20	4	1.4706289056333368229
-0.1	20	4	1.6709637479564564156
0.9999999	20	4	0.00044721359922673798563
-0.9999999	20	4	3.1411454399905665005
1e-7	20	4	1.5707962267948966192
0.7071067811865476	20	4	0.7853981633974482027
NaN	20	4	NaN
Infinity	20	4	NaN
-Infinity	20	4	NaN
2	20	4	NaN
-2	20	4	NaN
0	20	6	1.5707963267948966192
-0	20	6	1.5707963267948966192
1	20	6	0
-1	20	6	3.1415926535897932385
0.5	20	6	1.0471975511965977462
-0.5	20	6	2.0943951023931954923
0.1	20	6	1.4706289056333368229
-0.1	20	6	1.6709637479564564156
0.9999999	20	6	0.00044721359922673798563
-0.9999999	20	6	3.1411454399905665005
1e-7	20	6	1.5707962267948966192
0.7071067811865476	20	6	0.7853981633974482027
NaN	20	6	NaN
Infinity	20	6	NaN
-Infinity	20	6	NaN
2	20	6	NaN
-2	20	6	NaN
0	40	1	1.570796326794896619231321691639751442098
-0	40	1	1.570796326794896619231321691639751442098
1	40	1	0
-1	40	1	3.141592653589793238462643383279502884197
0.5	40	1	1.047197551196597746154214461093167628065
-0.5	40	1	2.094395102393195492308428922186335256131
0.1	40	1	1.470628905633336822885798512187058123529
-0.1	40	1	1.670963747956456415576844871092444760667
0.9999999	40	1	0.0004472135992267379856340358796153252614523
-0.9999999	40	1	3.141145439990566500477009347399887558935
1e-7	40	1	1.570796226794896619231155024973084774681
0.7071067811865476	40	1	0.7853981633974482027023096387541157210492
NaN	40	1	NaN
Infinity	40	1	NaN
-Infinity	40	1	NaN
2	40	1	NaN
-2	40	1	NaN
